CONFERENCE;TITLE;BOOKTITLE;SERIES;VOLUME;PUBLISHER;YEAR;ID
conf/aaaiss/2012-4;Intelligent Web Services Meet Social Computing Papers from the 2012 AAAI Spring Symposium Palo Alto California USA March 26-28 2012;AAAI Spring Symposium: Intelligent Web Services Meet Social Computing;AAAI Technical Report;SS-12-04;AAAI;2012;?
conf/aaaiss/2012-5;Self-Tracking and Collective Intelligence for Personal Wellness Papers from the 2012 AAAI Spring Symposium Palo Alto California USA March 26-28 2012;AAAI Spring Symposium: Self-Tracking and Collective Intelligence for Personal Wellness;AAAI Technical Report;SS-12-05;AAAI;2012;?
conf/aaaiss/2012-6;Wisdom of the Crowd Papers from the 2012 AAAI Spring Symposium Palo Alto California USA March 26-28 2012;AAAI Spring Symposium: Wisdom of the Crowd;AAAI Technical Report;SS-12-06;AAAI;2012;?
conf/aaaiss/2013-1;Analyzing Microtext Papers from the 2013 AAAI Spring Symposium Palo Alto California USA March 25-27 2013;AAAI Spring Symposium: Analyzing Microtext;AAAI Technical Report;SS-13-01;AAAI;2013;?
conf/aaaiss/2013-2;Creativity and (Early) Cognitive Development: A Perspective from Artificial Creativity Developmental AI and Robotics Papers from the 2013 AAAI Spring Symposium Palo Alto California USA March 25-27 2013;AAAI Spring Symposium: Creativity and (Early) Cognitive Development;AAAI Technical Report;SS-13-02;AAAI;2013;?
conf/aaaiss/2013-3;Data Driven Wellness: From Self-Tracking to Behavior Change Papers from the 2013 AAAI Spring Symposium Palo Alto California USA March 25-27 2013;AAAI Spring Symposium: Data Driven Wellness;AAAI Technical Report;SS-13-03;AAAI;2013;?
conf/aaaiss/2013-4;Designing Intelligent Robots: Reintegrating AI II Papers from the 2013 AAAI Spring Symposium Palo Alto California USA March 25-27 2013;AAAI Spring Symposium: Designing Intelligent Robots;AAAI Technical Report;SS-13-04;AAAI;2013;?
conf/aaaiss/2013-5;Lifelong Machine Learning Papers from the 2013 AAAI Spring Symposium Palo Alto California USA March 25-27 2013;AAAI Spring Symposium: Lifelong Machine Learning;AAAI Technical Report;SS-13-05;AAAI;2013;?
conf/aaaiss/2013-6;Shikakeology: Designing Triggers for Behavior Change Papers from the 2013 AAAI Spring Symposium Palo Alto California USA March 25-27 2013;AAAI Spring Symposium: Shikakeology;AAAI Technical Report;SS-13-06;AAAI;2013;?
conf/aaaiss/2013-7;Trust and Autonomous Systems Papers from the 2013 AAAI Spring Symposium Palo Alto California USA March 25-27 2013;AAAI Spring Symposium: Trust and Autonomous Systems;AAAI Technical Report;SS-13-07;AAAI;2013;?
conf/aacc/2004;Applied Computing Second Asian Applied Computing Conference AACC 2004 Kathmandu Nepal October 29-31 2004. Proceedings;AACC;Lecture Notes in Computer Science;3285;Springer;2004;3-540-23659-7
conf/aadebug/1993;Automated and Algorithmic Debugging First International Workshop AADEBUG'93 Linköping Sweden May 3-5 1993 Proceedings;AADEBUG;Lecture Notes in Computer Science;749;Springer;1993;3-540-57417-4
conf/aadebug/1995;Proceedings of the Second International Workshop on Automated Debugging AADEBUG 1995 Saint Malo France May 22-24 1995;AADEBUG;?;?;IRISA-CNRS;1995;?
conf/aadebug/1997;Proceedings of the Third International Workshop on Automated Debugging AADEBUG 1997 Linköping Sweden May 26-27 1997;AADEBUG;Linköping Electronic Articles in Computer and Information Science;2;Linköping University Electronic Press;1997;?
conf/aadebug/2000;Proceedings of the Fourth International Workshop on Automated Debugging AADEBUG 2000 Munich Germany August 28-30th 2000;AADEBUG;?;?;?;2000;?
conf/aadebug/2005;Proceedings of the Sixth International Workshop on Automated Debugging AADEBUG 2005 Monterey California USA September 19-21 2005;AADEBUG;?;?;ACM;2005;1-59593-050-7
conf/aadios/2012;Algebraic and Algorithmic Aspects of Differential and Integral Operators - 5th International Meeting AADIOS 2012 Held at the Applications of Computer Algebra Conference ACA 2012 Sofia Bulgaria June 25-28 2012 Selected and Invited Papers;AADIOS;Lecture Notes in Computer Science;8372;Springer;2014;978-3-642-54478-1
conf/aaecc/1984;Applied Algebra Algorithms and Error-Correcting Codes 2nd International Conference AAECC-2 Toulouse France October 1-5 1984 Proceedings;AAECC;Lecture Notes in Computer Science;228;Springer;1986;3-540-16767-6
conf/aaecc/1985;Algebraic Algorithms and Error-Correcting Codes 3rd International Conference AAECC-3 Grenoble France July 15-19 1985 Proceedings;AAECC;Lecture Notes in Computer Science;229;Springer;1986;3-540-16776-5
conf/aaecc/1986;Applied Algebra Algebraic Algorithms and Error-Correcting Codes 4th International Conference AAECC-4 Karlsruhe FRG September 23-26 1986 Proceedings;AAECC;Lecture Notes in Computer Science;307;Springer;1988;3-540-19200-X
conf/aaecc/1987;Applied Algebra Algebraic Algorithms and Error-Correcting Codes 5th International Conference AAECC-5 Menorca Spain June 15-19 1987 Proceedings;AAECC;Lecture Notes in Computer Science;356;Springer;1989;3-540-51082-6
conf/aaecc/1988;Applied Algebra Algebraic Algorithms and Error-Correcting Codes 6th International Conference AAECC-6 Rome Italy July 4-8 1988 Proceedings;AAECC;Lecture Notes in Computer Science;357;Springer;1989;3-540-51083-4
conf/aaecc/1990;Applied Algebra Algebraic Algorithms and Error-Correcting Codes 8th International Symposium AAECC-8 Tokyo Japan August 20-24 1990 Proceedings;AAECC;Lecture Notes in Computer Science;508;Springer;1991;3-540-54195-0
conf/aaecc/1991;Applied Algebra Algebraic Algorithms and Error-Correcting Codes 9th International Symposium AAECC-9 New Orleans LA USA October 7-11 1991 Proceedings;AAECC;Lecture Notes in Computer Science;539;Springer;1991;3-540-54522-0
conf/aaecc/1993;Applied Algebra Algebraic Algorithms and Error-Correcting Codes 10th International Symposium AAECC-10 San Juan de Puerto Rico Puerto Rico May 10-14 1993 Proceedings;AAECC;Lecture Notes in Computer Science;673;Springer;1993;3-540-56686-4
conf/aaecc/1995;Applied Algebra Algebraic Algorithms and Error-Correcting Codes 11th International Symposium AAECC-11 Paris France July 17-22 1995 Proceedings;AAECC;Lecture Notes in Computer Science;948;Springer;1995;3-540-60114-7
conf/aaecc/1997;Applied Algebra Algebraic Algorithms and Error-Correcting Codes 12th International Symposium AAECC-12 Toulouse France June 23-27 1997 Proceedings;AAECC;Lecture Notes in Computer Science;1255;Springer;1997;3-540-63163-1
conf/aaecc/1999;Applied Algebra Algebraic Algorithms and Error-Correcting Codes 13th International Symposium AAECC-13 Honolulu Hawaii USA November 15-19 1999 Proceedings;AAECC;Lecture Notes in Computer Science;1719;Springer;1999;3-540-66723-7
conf/aaecc/2001;Applied Algebra Algebraic Algorithms and Error-Correcting Codes 14th International Symposium AAECC-14 Melbourne Australia November 26-30 2001 Proceedings;AAECC;Lecture Notes in Computer Science;2227;Springer;2001;3-540-42911-5
conf/aaecc/2003;Applied Algebra Algebraic Algorithms and Error-Correcting Codes 15th International Symposium AAECC-15 Toulouse France May 12-16 2003 Proceedings;AAECC;Lecture Notes in Computer Science;2643;Springer;2003;3-540-40111-3
conf/aaecc/2006;Applied Algebra Algebraic Algorithms and Error-Correcting Codes 16th International Symposium AAECC-16 Las Vegas NV USA February 20-24 2006 Proceedings;AAECC;Lecture Notes in Computer Science;3857;Springer;2006;3-540-31423-7
conf/aaecc/2007;Applied Algebra Algebraic Algorithms and Error-Correcting Codes 17th International Symposium AAECC-17 Bangalore India December 16-20 2007 Proceedings;AAECC;Lecture Notes in Computer Science;4851;Springer;2007;978-3-540-77223-1
conf/aaecc/2009;Applied Algebra Algebraic Algorithms and Error-Correcting Codes 18th International Symposium AAECC-18 2009 Tarragona Catalonia Spain June 8-12 2009. Proceedings;AAECC;Lecture Notes in Computer Science;5527;Springer;2009;978-3-642-02180-0
conf/aafd/2006;Apprentissage Artificiel et Fouille de Données AAFD 2006 Université Paris 13 Institut Galilée Villetaneuse France 27-28 avril 2006;AAFD;RNTI;A-2;Cépaduès-Éditions;2008;978-2-85428-808-7
conf/aafd/2008;Apprentissage Artificiel et Fouille de Données AAFD 2008 Université Paris 13 Institut Galilée Villetaneuse France 8-9 avril 2008;AAFD;RNTI;A-3;Cépaduès-Éditions;2009;978-2-85428-899-5
conf/aafd/2010;Apprentissage Artificiel et Fouille de Données AAFD 2010 Université Paris 13 Institut Galilée Villetaneuse France 29-30 juin 2010;AAFD;RNTI;A-5;Hermann-Éditions;2011;978-2-70568-221-7
conf/aafd/2012;Apprentissage Artificiel et Fouille de Données AAFD 2012 Université Paris 13 Institut Galilée Villetaneuse France 28-29 juin 2012;AAFD;RNTI;A-6;Hermann-Éditions;2014;9,78E+12
conf/aaim/2005;Algorithmic Applications in Management First International Conference AAIM 2005 Xian China June 22-25 2005 Proceedings;AAIM;Lecture Notes in Computer Science;3521;Springer;2005;3-540-26224-5
conf/aaim/2006;Algorithmic Aspects in Information and Management Second International Conference AAIM 2006 Hong Kong China June 20-22 2006 Proceedings;AAIM;Lecture Notes in Computer Science;4041;Springer;2006;3-540-35157-4
conf/aaim/2007;Algorithmic Aspects in Information and Management Third International Conference AAIM 2007 Portland OR USA June 6-8 2007 Proceedings;AAIM;Lecture Notes in Computer Science;4508;Springer;2007;978-3-540-72868-9
conf/aaim/2008;Algorithmic Aspects in Information and Management 4th International Conference AAIM 2008 Shanghai China June 23-25 2008. Proceedings;AAIM;Lecture Notes in Computer Science;5034;Springer;2008;978-3-540-68865-5
conf/aaim/2009;Algorithmic Aspects in Information and Management 5th International Conference AAIM 2009 San Francisco CA USA June 15-17 2009. Proceedings;AAIM;Lecture Notes in Computer Science;5564;Springer;2009;978-3-642-02157-2
conf/aaim/2010;Algorithmic Aspects in Information and Management 6th International Conference AAIM 2010 Weihai China July 19-21 2010. Proceedings;AAIM;Lecture Notes in Computer Science;6124;Springer;2010;978-3-642-14354-0
conf/aaim/2011;Frontiers in Algorithmics and Algorithmic Aspects in Information and Management - Joint International Conference FAW-AAIM 2011 Jinhua China May 28-31 2011. Proceedings;FAW-AAIM;Lecture Notes in Computer Science;6681;Springer;2011;978-3-642-21203-1
conf/aaim/2012;Frontiers in Algorithmics and Algorithmic Aspects in Information and Management - Joint International Conference FAW-AAIM 2012 Beijing China May 14-16 2012. Proceedings;FAW-AAIM;Lecture Notes in Computer Science;7285;Springer;2012;978-3-642-29699-4
conf/aaim/2013;Frontiers in Algorithmics <i>and</i> Algorithmic Aspects in Information and Management Third Joint International Conference FAW-AAIM 2013 Dalian China June 26-28 2013. Proceedings;FAW-AAIM;Lecture Notes in Computer Science;7924;Springer;2013;978-3-642-38755-5
conf/aaim/2014;Algorithmic Aspects in Information and Management - 10th International Conference AAIM 2014 Vancouver BC Canada July 8-11 2014. Proceedings;AAIM;Lecture Notes in Computer Science;8546;Springer;2014;978-3-319-07955-4
conf/aaim/2016;Algorithmic Aspects in Information and Management - 11th International Conference AAIM 2016 Bergamo Italy July 18-20 2016 Proceedings;AAIM;Lecture Notes in Computer Science;9778;Springer;2016;978-3-319-41167-5
conf/aaip/2009;Approaches and Applications of Inductive Programming Third International Workshop AAIP 2009 Edinburgh UK September 4 2009. Revised Papers;AAIP;Lecture Notes in Computer Science;5812;Springer;2010;978-3-642-11930-9
conf/aamas/2002;Adaptive Agents and Multi-Agent Systems: Adaptation and Multi-Agent Learning;Adaptive Agents and Multi-Agent Systems;Lecture Notes in Computer Science;2636;Springer;2003;3-540-40068-0
conf/aamas/2005;Adaptive Agents and Multi-Agent Systems II: Adaptation and Multi-Agent Learning;Adaptive Agents and Multi-Agent Systems;Lecture Notes in Computer Science;3394;Springer;2005;3-540-25260-6
conf/aamas/2007;Adaptive Agents and Multi-Agent Systems III. Adaptation and Multi-Agent Learning 5th 6th and 7th European Symposium ALAMAS 2005-2007 on Adaptive and Learning Agents and Multi-Agent Systems Revised Selected Papers;Adaptive Agents and Multi-Agent Systems;Lecture Notes in Computer Science;4865;Springer;2008;978-3-540-77947-6
conf/ab/2007;Algebraic Biology Second International Conference AB 2007 Castle of Hagenberg Austria July 2-4 2007 Proceedings;AB;Lecture Notes in Computer Science;4545;Springer;2007;978-3-540-73432-1
conf/ab/2008;Algebraic Biology Third International Conference AB 2008 Castle of Hagenberg Austria July 31-August 2 2008 Proceedings;AB;Lecture Notes in Computer Science;5147;Springer;2008;978-3-540-85100-4
conf/abials/2008;Anticipatory Behavior in Adaptive Learning Systems From Psychological Theories to Artificial Cognitive Systems [4th Workshop on Anticipatory Behavior in Adaptive Learning Systems ABiALS 2008 Munich Germany June 26-27 2008];ABiALS;Lecture Notes in Computer Science;5499;Springer;2009;978-3-642-02564-8
conf/abict/2012;Advances in Business ICT result of the 3rd International Workshop on Advances in Business ICT ABICT 2012 Wroclaw Poland September 9-12 2012;ABICT;Advances in Intelligent Systems and Computing;257;Springer;2014;978-3-319-03676-2
conf/abp/2013;Proceedings of the First Workshop Automatische Bewertung von Programmieraufgaben (ABP 2013) Hannover Germany October 28 2013.;ABP;CEUR Workshop Proceedings;1067;CEUR-WS.org;2013;?
conf/abp/2015;Proceedings of the Second Workshop Automatische Bewertung von Programmieraufgaben Wolfenbüttel Germany November 6 2015.;ABP;CEUR Workshop Proceedings;1496;CEUR-WS.org;2015;?
conf/ac/1972se;Software Engineering An Advanced Course Reprint of the First Edition (February 21 - March 3 1972);Advanced Course: Software Engineering;Lecture Notes in Computer Science;30;Springer;1975;3-540-07168-7
conf/ac/1975lhi;Language Hierarchies and Interfaces International Summer School Marktoberdorf Germany July 23 - August 2 1975;Language Hierarchies and Interfaces;Lecture Notes in Computer Science;46;Springer;1976;3-540-07994-7
conf/ac/1975nt;Net Theory and Applications Proceedings of the Advanced Course on General Net Theory of Processes and Systems Hamburg October 8-19 1979;Advanced Course: Net Theory and Applications;Lecture Notes in Computer Science;84;Springer;1980;3-540-10001-6
conf/ac/1976cc;Compiler Construction An Advanced Course 2nd ed.;Compiler Construction;Lecture Notes in Computer Science;21;Springer;1976;3-540-07542-9
conf/ac/1976ent;Komplexität von Entscheidungsproblemen Ein Seminar;Komplexität von Entscheidungsproblemen;Lecture Notes in Computer Science;43;Springer;1976;3-540-07805-3
conf/ac/1978os;Operating Systems An Advanced Course;Advanced Course: Operating Systems;Lecture Notes in Computer Science;60;Springer;1978;3-540-08755-9
conf/ac/1979ass;Abstract Software Specifications 1979 Copenhagen Winter School January 22 - February 2 1979 Proceedings;Abstract Software Specifications;Lecture Notes in Computer Science;86;Springer;1980;3-540-10007-5
conf/ac/1980ds;Distributed Systems - Architecture and Implementation An Advanced Course;Advanced Course: Distributed Systems;Lecture Notes in Computer Science;105;Springer;1981;3-540-10571-9
conf/ac/1981msd;Microcomputer System Design An Advanced Course Trinity College Dublin June 1981;Advanced Course: Microcomputer System Design;Lecture Notes in Computer Science;126;Springer;1982;3-540-11172-7
conf/ac/1983compiler;Method and tools for compiler construction An advanced course INRIA 5-16 December 1983;Method and tools for compiler construction;?;?;Cambridge University Press;1983;0-521-26843-5
conf/ac/1983lan;Local Area Networks: An Advanced Course Glasgow July 11-22 1983 Proceedings;Advanced Course: Local Area Networks;Lecture Notes in Computer Science;184;Springer;1985;3-540-15191-5
conf/ac/1984ds;Distributed Systems: Methods and Tools for Specification An Advanced Course April 3-12 1984 and April 16-25 1985 Munich;Advanced Course: Distributed Systems;Lecture Notes in Computer Science;190;Springer;1985;3-540-15216-4
conf/ac/1985ai;Fundamentals of Artificial Intelligence: An Advanced Course held in Vignieu France July 1985;Advanced Course: Fundamentals of Artificial Intelligence;Lecture Notes in Computer Science;232;Springer;1986;3-540-16782-X
conf/ac/1986esys;Embedded Systems: New Approaches to Their Formal Description and Design An Advances Course Zürich Switzerland March 5-7 1986;Embedded Systems;Lecture Notes in Computer Science;284;Springer;1987;3-540-18581-X
conf/ac/1986fpc;Future Parallel Computers An Advanced Course Pisa Italy June 9-20 1986 Proceedings;Future Parallel Computers;Lecture Notes in Computer Science;272;Springer;1987;3-540-18203-9
