TITLE,AUTHORS,YEAR,DESCRIPTION,ID,SUBJECT,PUBLISHER
BootCaT: Bootstrapping Corpora and Terms from the Web,Marco Baroni  Silvia Bernardini,2004,This paper introduces the BootCaT toolkit a suite of perl programs implementing an iterative procedure to bootstrap specialized corpora and terms from the web. The procedure requires only a small set of seed terms as input. The seeds are used to build a corpus via automated Google queries and more terms are extracted from this corpus. In turn these new terms are used as seeds to build a larger corpus via automated queries and so forth. The corpus and the unigram terms are then used to extract multi-word terms. We conducted an evaluation of the tools by applying them to the construction of English and Italian corpora and term lists from the domain of psychiatry. The results illustrate the potential usefulness of the tools.,10.1.1.1.3245,?,?
Improved Detection of Low-Profile . . .,William W. Streilein Robert K. Cunningham Seth E. Webster,2001,We present enhancements to our network-based intrusion detection system which makes use of multiple neural network classifiers to accurately detect several classes of attacks including stealthy probes and novel denial-of-service attacks. An intrinsic representation of the local network and detection features derived from network traffic enable the system to detect entire attack classes. Improvements to our system include enhanced robust TCP session reconstruction handling simplex and duplex traffic modes an expanded feature vector that includes measures of inter-packet delays and counts of anomalous TCP sessions and binary tree-based internal data structures which are faster and less vulnerable to attack. Our system achieves a detection rate of 100% with a false alarm rate of .1% when tested against stealthy attacks in the DARPA 1999 IDS Evaluation. It also performs well on a moderately loaded research network.,10.1.1.1.3246,?,?
Proceedings of the 2001 Winter Simulation Conference,Peters Smith Medeiros B. A. Peters J. S. Smith D. J. Medeiros M. W. Rohrer Leonardo Chwif,?,Over the past years there has been a growth in simulation courses both at undergraduate and postgraduate levels. A discrete event simulation course as with any non-basic course has some prerequisites that must be satisfied by students before attending classes. Statistics computer programming and modeling are the most important together with knowledge on the specific field being simulated (manufacturing logistics etcetera). Are students sufficiently prepared to follow a course on simulation? This work is related to the construction application and analysis of an assessment instrument to evaluate student prerequisite knowledge for a discrete event simulation course. The proposed questionnaire was given to the 5    year engineering students at the beginning of our first year (72 hours) discrete event simulation introductory course at Mau School of Engineering. The results obtained show the importance of making an assessment evaluation in order to improve the quality of simulation learning.,10.1.1.1.3247,?,?
DL-Lite: Practical Reasoning for Rich DLs,Diego Calvanese Giuseppe De Giacomo Maurizio Lenzerini Riccardo Rosati Guido Vetere,2004,In this paper we study a DL rich enough to express UML class diagrams  including ISA and disjointness between classes (but not covering constraints)  typing of associations and participation and functional cardinality constraints. For such a ,10.1.1.1.3248,?,?
Prototype Based Recognition of Splice Sites,Barbara Hammer Marc Strickert Thomas Villmann,?,Introduction  Rapid advances in biotechnology have made massive amounts of biological data available so that automated analyzing tools constitute a prerequisite to cope with  huge and complex biological sequence data. Machine learning tools are used for  widespread applications ranging from the identification of characteristic functional  sites in genomic DNA [39] the prediction of protein secondary structure and higher structures [53] to the classification of the functionality of chemical compounds [5]. Here we will deal with a subproblem in de novo gene finding in DNA sequences of a given species the problem of splice site recognition. For higher eukaryotic mechanisms gene finding requires the identification of the start and stop codons and the recognition of all introns i.e. non-coding regions which are spliced out before transcription that means all donor and acceptor sites of the sequence.  The biological splicing process is only partially understood [64]. Fig. 1 depicts a sc,10.1.1.1.3249,?,Springer-Verlag
VOD services for mobile wireless devices,Bruneo Villari Zaia D. Bruneo M. Villari A. Zaia A. Puliafito,?,Wireless devices are becoming very popular and powerful enough to be commonly adopted to access distributed services. More and more sophisticated applications are being developed and a very promising market is quickly being established where mobile users may access multimedia data while roaming from a cell to another anytime and everywhere. Such scenario requires a strong infrastructure in order to adequately manage all the di#erent issues related with high level service provisioning. QoS represents one of the most crucial issues as it involves many di#erent aspects and directly impacts the user satisfaction. In order to achieve this target we propose an architecture which allows mobile devices to access advanced services available in the wired part of the network. This architecture based on mobile agents technology assumes the presence of a VOD Virtual Server. The strategy adopted is to hide all the basic mechanisms inside a middleware layer that provides the necessary interfaces to allow a simple interaction between the user on the one side and the network and the distributed services on the other. The overall architecture that is currently being implemented and tested has been used as an experimental environment to provide mobile users with a new service to access MPEG-4 flows.,10.1.1.1.3250,?,?
Integrating Query Processing and Data Mining in Relational DBMSs,Qiang Ding   William Perrizo Victor Shi Kirk Scott,?,In a database system careful selection  project and join (SPJ) optimisation methods are  needed to achieve good performance. This is an  area of much research in the past two decades  yet much remains to be done. Also researchers  have begun to view data mining as being an  integral part of query processing thus the two are  intended to be jointly optimised. Data mining is  at one end of the query spectrum and standard  SPJ queries are at the other in terms of request  definiteness (?). In SPJ queries the desired  result is fully describable ahead of time as one  relation while in data mining the desired result  can only be described after the fact as rules  decision trees partitions or similar constructs  (??). Nonetheless in both cases the user desires  to extract information from relational data and  very often the desired information involves both  SPJ querying and data mining (e.g. find all  association rules on a relation that is the result of  an SPJ query on several base relations). In this  paper we introduce a mechanism to facilitate  efficient SPJ query processing and data mining in  a unified fashion. Using a compression method  called Peano Trees (P-trees) I/O can be reduced  to an absolute minimum (??) indexes can be  eliminated entirely and query processing is  optimized with data mining effectively.,10.1.1.1.3252,?,?
Information Retrieval on the Semantic Web,Urvi Shah  Tim Finin  Anupam Joshi R. Scott Cost,2002,We describe an approach to retrieval of documents that contain of both free text and semantically enriched markup. In particular we present the design and implementation prototype of a framework in which both documents and queries can be marked up with statements in the DAML+OIL semantic web language. These statements provide both structured and semi-structured information about the documents and their content. We claim that indexing text and semantic markup together will signi  cantly improve retrieval performance. Our approach allows inferencing to be done over this information at several points: when a documentisindexed  when a query is processed and when query results are evaluated.,10.1.1.1.3253,ÀÝ?Ö? ? ÁÒ?ÓÖÑ?Ø?ÓÒ Ê?ØÖ??Ú?Ð,ACM Press
Calligraphic Interfaces: Mixed Metaphors for Design,João P. Pereira Joaquim A. Jorge Vasco A. Branco F. Nunes Ferreira,2003,CAD systems have yet to become usable at the early stages of  product ideation where precise shape definitions and sometimes even design  intentions are not fully developed. To overcome these limitations new  approaches which we call Calligraphic Interfaces use sketching as the main  organizing paradigm. Such applications rely on continuous input modalities  rather than discrete interactions characteristic of WIMP interfaces. However  replacing direct manipulation by sketching alone poses very interesting  challenges. While the temptation to follow the paper-and-pencil metaphor is  great free-hand sketch recognition remains an elusive goal. Further using  gestures to enter commands and sketches to draw shapes requires users to learn  a command set -- sketches do not enjoy the self-disclosing characteristics of  menus. Moreover the imprecise nature of interactions presents additional  problems that are difficult to address using present-day techniques. In this paper,10.1.1.1.3254,?,?
Spatiotemporal Forward Solution of the EEG and MEG Using Network Modeling,Viktor K. Jirsa  Kelly J. Jantzen Armin Fuchs J. A. Scott Kelso,2002,Dynamic systems have proven to be well suited to describe a broad spectrum of human coordination behavior such synchronization with auditory stimuli. Simultaneous measurements of the spatiotemporal dynamics of electroencephalographic (EEG) and magnetoencephalographic (MEG) data reveals that the dynamics of the brain signals is highly ordered and also accessible by dynamic systems theory. However models of EEG and MEG dynamics have typically been formulated only in terms of phenomenological modeling such as fixed-current dipoles or spatial EEG and MEG patterns. In this paper it is our goal to connect three levels of organization that is the level of coordination behavior the level of patterns observed in the EEG and MEG and the level of neuronal network dynamics. To do so we develop a methodological framework which defines the spatiotemporal dynamics of neural ensembles the neural field on a sphere in three dimensions. Using magnetic resonance imaging we map the neural field dynamics from the sphere onto the folded cortical surface of a hemisphere. The neural field represents the current flow perpendicular to the cortex and thus allows for the calculation of the electric potentials on the surface of the skull and the magnetic fields outside the skull to be measured by EEG and MEG respectively. For demonstration of the dynamics we present the propagation of activation at a single cortical site resulting from a transient input. Finally a mapping between finger movement profile and EEG/MEG patterns is obtained using Volterra integrals.,10.1.1.1.3256,?,?
The Beginnings of a Logical Semantics,Framework For The,?,The integration of spatial datasets from di#erent sources is becoming  an increasingly important issue. It is very desirable to have a  rigorous approach to integration as an ad hoc approach can easily lead  to incorrect inferences. This paper takes a formal approach giving the  beginnings of a logical semantics framework which allows meaning to  be defined mathematically for spatial datasets which represent certain  types of thematic map data. The basic idea is to interpret the datasets  as summarisations of spatial variables which are in turn interpreted  as sets of possible worlds (ways the world could be). This semantics  approach can give a formal meaning to pairs (or sets) of such datasets  which can then be used to determine the valid inferences from an integrated  dataset.,10.1.1.1.3257,?,?
Statistical Synopses for Graph-Structured XML Databases,Neoklis Polyzotis  Minos Garofalakis,2002,Effective support for XML query languages is becoming increasingly important with the emergence of new applications that access large volumes of XML data. All existing proposals for querying XML (e.g. XQuery) rely on a pattern-specification language that allows path navigation and branching through the XML data graph in order to reach the desired data elements. Optimizing such queries depends crucially on the existence of concise synopsis structures that enable accurate compile-time selectivity estimates for complex path expressions over graph-structured XML data. In this paper we introduce a novel approach to building and using statistical summaries of large XML data graphs for effective path-expression selectivity estimation. Our proposed graph-synopsis model (termed XSKETCH) exploits localized graph stability to accurately approximate (in limited space) the path and branching distribution in the data graph. To estimate the selectivities of complex path expressions over concise XSKETCH synopses we develop an estimation framework that relies on appropriate statistical (uniformity and independence) assumptions to compensate for the lack of detailed distribution information. Given our estimation framework we demonstrate that the problem of building an accuracy-optimal XSKETCH for a given amount of space is ### -hard and propose an efficient heuristic algorithm based on greedy forward selection. Briefly our algorithm constructs an XSKETCH synopsis by successive refinements of the label-split graph the coarsest summary of the XML data graph. Our refinement operations act locally and attempt to capture important statistical correlations between data paths. Extensive experimental results with synthetic as well as real-life data sets verify the effectiveness of our app...,10.1.1.1.3258,?,?
Using Constraints to Develop and Deliver Adaptive,Tests Sophiana Chua Sophiana Chua Abdullah Roger E. Cooley,2000,This paper shows how the techniques used to develop knowledge-based systems can be applied to the construction of adaptive tests. It reports on an experimental approach to the construction of adaptive tests and it draws on work in the fields of Intelligent Tutoring Systems Expert Systems and Constraint Logic Programming.,10.1.1.1.3260,?,?
Marek Makowski,Andrzej Wierzbicki Modelling Marek Makowski Andrzej P. Wierzbicki,?,After recalling the concepts of networked society information society and knowledge-based economy the paper concentrates on problems of sharing or exchanging knowledge in information society. In order to analyse these problems the concept of knowledge must be first more precisely defined and distinguished from the concepts of data arts wisdom and skills. In computerised form knowledge can be represented either as learned texts or as computerised models or systems of models. Classical models in knowledge engineering take the logical form of patterns discerned in data with the help e.g. of data mining. However there are also many other mathematical models used to express knowledge in a computerised form: each discipline of science or engineering has its own tradition of representing knowledge with specific class of mathematical models. This fact makes it difficult to exchange or share knowledge in this form. A new possibility of overcoming this difficulty is offered by the concept of grid middleware a layer of software supporting integration of knowledge developed and stored with diverse standards and providing for co-operation of diverse software entities. The paper shows an example how the concept of grid middleware can be used to help in exchanging or sharing knowledge in computerised model form. Conclusions of the paper relate to problems of science policy particularly for countries in economic transition resulting from the problems of transition towards knowledge-based economy and sharing or exchanging knowledge.,10.1.1.1.3261,?,?
RF/Wireless Interconnect for Inter- and,Intra-Chip Communications Mau-Chung Mau-chung Frank Chang Vwani P. Roychowdhury Liyang Zhang Hyunchol Shin Yongxi Qian Senior Member,2001,this paper we address issues relevant to the signal channeling of the RF/wireless interconnect and discuss its advantages in speed signal integrity and channel reconfiguration. The electronic overhead required in the RF/wireless-interconnect system and its compatibility with the future ULSI and MCM (multi-chip-module) will be discussed as well. Keywords---Adaptive networking bidirectional interconnect fault-tolerant computing interconnect reconfiguration inter- and intra-chip communications multi-I/O interconnect RF/wireless interconnect ultrabroad bandwidth,10.1.1.1.3263,?,?
Proceedings of the 1998 Winter Simulation Conference,Medeiros Watson Carson D. J. Medeiros E. F. Watson J. S. Carson M. S. Manivannan,?,This paper compares Monte Carlo methods lattice rules and other low-discrepancy point sets on the problem of evaluating asian options. The combination of these methods with variance reduction techniques is also explored.,10.1.1.1.3264,?,?
Sentences 92,Semantic Networks Semiotic Selmer Bringsjord David Ferrucci,?,al nets 26 31 36--38 52  neuroscience 58  Noel R. xiii  OConnell R. xi  OSCAR 6  Papadias D. 59  paragraph grammar 194  Peck M. 101  Piaget J. 60  pictorial reasoning 34  pictorial representation 34  pictorialism 46  Pinker S. 59  Plato xviii  plot generation 191  PoirotH.147  Pollock J. 6  PoltrinoT.xii  Porush D. xii  proactive behavior 179 191  process level 165  production rules 173  Propp V. 154  Psotka J. 50  Racter 22  Rapaport W. 76  reactive behavior 178 191  reader response theory xiii  register machines 38  ROALD 151  robots xvi xvii 6 7 21 34 57 63  house-cleaning xviii  Sancho Panza 92  scenario 194  SchwartzD.56  Searle J. 53 55 68  self-reference  familiar reference 188  Ferrucci D. xi 10  Fetzer J. xiv  fiction  belletristic xii xv xxiv  152  Fleming I. 157 159  FLEX 170  Ford  K .  x i v  Fort i er S. 56  free will xii  Freud S. xv  Fuentes  C .  64  Funt  B .  61  Galbraith M.,10.1.1.1.3265,?,?
Toward IP Virtual Private Network Quality of Service: A Service Provider Perspective,Jingdi Zeng A Service Provider Perspective,2003,To complement classical enterprise wide area network infrastructures IP (based) virtual private networks have been gaining ground with the capability of offering cost-effective secure and private-network-like services. In order to provision the equivalent quality of service of legacy connection-oriented layer 2 VPNs IP VPNs have to overcome the intrinsically best effort characteristics of the Internet in this multimedia era. This article discusses the IP VPN QoS issue from a service provider point of view where QoS guarantees are carried out at the network level as well as at the node level. It presents the whole picture by highlighting and stitching together various QoS enabling technologies from recent research and engineering work.,10.1.1.1.3266,?,?
Using a Multi-Frequency Synthetic Aperture Sonar for Bathymetry,P.J. Barclay M. P. Hayes  P.T. Gough,2001,This paper describes the implementation of a bathymetric synthetic aperture sonar and presents imagery from preliminary sea trials of the sonar. The sonar is designed for high resolution seafloor imaging in a shallow water environment. To estimate seafloor topology the sonar ssytem uses the phase difference between elements of a vertical hydrophone array.,10.1.1.1.3268,?,?
VIPER: A VIsual Protocol EditoR,C. F. B. Rooney R. W. Collier  G. M. P. OHare G. M. P. O’hare,2004,Agent interactions play a crucial role in Multi-Agent Systems.,10.1.1.1.3269,?,Springer Verlag
A Framework for QoS Support in the UMTS/GPRS Backbone Network Using DiffServ,Farshid Agharebparast Victor C. M. Leung,2002,A distinguishing feature of the Universal Mobile Telecommunications System (UMTS) is the support of different levels of quality of service (QoS) as required by subscribers and their applications. To provide QoS the UMTS backbone network needs an efficient QoS mechanism to provide the demanded level of services on a UMTS core network. This paper presents a methodology of provisioning QoS in this backbone network based on the Differentiated Services (DiffServ) model. DiffServ is a relatively simple but scalable IP-based technology which can efficiently provide QoS in networks of DiffServ supporting routers. This is accomplished by defining a framework for setting a DiffServ-based UMTS backbone router as well as the requisite mapping function for interworking between a DiffServ domain and UMTS. Efficient schemes are presented for the scheduling and buffer management components of the backbone router supporting DiffServ. The performance of this system for provisioning UMTS primary QoS classes is evaluated by computer simulations. The results show that DiffServ can be an effective candidate for UMTS backbone bearer service.,10.1.1.1.3270,?,?
Genome Informatics 14: 514--515 (2003) Predict Functionally Important Residues Responsible,For Estrogen Receptor Feng Wang Hirohisa Kishino Yasuhiko Wada,?,Introduction  The estrogen receptor (ER) is a ligand-activated transcription factor that mediates the physiological e#ects of the female sex steroid hormone 17 beta estradiol (E2) and regulates the expression of genes involved in the growth development and function of a diverge range of tissues. The ER is a member of nuclear receptor (NR) superfamily which shares a common structural organization including six independent but interacting functional domains. Two ER subtypes although related are separate genes and code for proteins of di#ering lengths. We are interested in the selection constraint acting on the functional domains of ER subtypes after gene duplication. Because the sequence di#erences of ER subtype in ligand binding domain (LBD) provide the molecular basis for the subtype physiological function it is necessary to identify those functional related sites in order to investigate the functional divergence between two subtypes. In this study we utilize the evolutionary ra,10.1.1.1.3271,estrogen receptor functional divergence functional residues structural mapping,?
Accurate Power Estimation Using Circuit Partitioning,Ana Freitas Atf Ana T. Freitas,?,Recently a probabilistic approach that uses a simple but powerful formalism for exact power estimation taking into account word level input correlations has been proposed.,10.1.1.1.3272,?,?
Design And Construction Of High-Frequency Multitone,Police Security Siren,2003,This research project is based on signal processing using common laboratory electronic chips. The generated signals were caused to pass through appropriate electronic circuit compartments to obtain the desired signal waves that produced siren effects. Two unique design methods were tried with success. The first employed the use of transistors and resistors with appropriate capacitor values for their timing constants and presented in astable multivibrator circuit. The second involved the configuration of astable multivibrator into 555IC timer circuit which produced the same effects with improved frequency. The designs deviate from the customary in the sense that they could be used in both survey and practical course. Hence the project satisfies the increasing students curiosity in electronics which creates such awareness that the primary forces impelling social and cultural changes are largely the result of technological innovation. Keywords  System clocking Duty cycle Synchronization Sampling method Audio digital mixing.,10.1.1.1.3273,Duty cycle Synchronization Sampling method Audio,?
A Prototype English-Arabic Dictionary Based on WordNet,William Black And William J. Black Sabri El-kateb,2004,We report on the design and partial implementation of a bilingual EnglishArabic  dictionary based on WordNet. A relational database is employed to store the  lexical and conceptual relations giving the database extensibility in either language.,10.1.1.1.3274,?,?
Secure Routing in Wireless Sensor Networks: Attacks and Countermeasures,Chris Karlof David Wagner,2003,We  consider routing  security in wireless sensor networks. Many sensor  network routing  protocols have been proposed but none of them have been designed with security as agq1( We propose  securitygcur forrouting  in sensor networks show how attacks agacks ad-hoc and peer-to-peer networks can be adapted into powerful attacks agacks  sensor networks introduce two classes of novel attacks agacks sensor networks----sinkholes and HELLO floods and analyze the security of all the major sensor  networkrouting  protocols. We describe crippling  attacks against all of them and sug@(5 countermeasures anddesig considerations. This is the first such analysis of  secure routing  in sensor networks.,10.1.1.1.3275,Sensor networks Security Secure routing,?
A Unified Algebraic Approach to 2-D and 3-D Motion Segmentation,René Vidal Yi Ma,2004,We present an analytic solution to the problem of estimating multiple  2-D and 3-D motion models from two-view correspondences or optical flow. The  key to our approach is to view the estimation of multiple motion models as the  estimation of a single multibody motion model. This is possible thanks to two important  algebraic facts. First we show that all the image measurements regardless  of their associated motion model can be fit with a real or complex polynomial. Second we show,10.1.1.1.3276,?,?
Probabilistic Finite-State Machines - Part I,E. Vidal F. Thollard C. De La Higuera F. Casacuberta R. C. Carrasco,?,Probabilistic finite-state machines are used today in a variety of areas in pattern recognition or  in fields to which pattern recognition is linked: computational linguistics machine learning time  series analysis circuit testing computational biology speech recognition and machine translation  are some of them. In part I of this paper we survey these generative objects and study their  definitions and properties. In part II we will study the relation of probabilistic finite-state automata  with other well known devices that generate strings as hidden Markov models and n-grams and  provide theorems algorithms and properties that represent a current state of the art of these objects.,10.1.1.1.3277,I.2.6.g Language acquisition (I.2.6.h Language models (I.2.7.c Language parsing and under,?
OIKOS 74: 218--224. Copenhagen 1995,On Evolutionarily Stable Sido D. Mylius Odo Diekmann,?,This paper was written during a workshop in Les Houches France which was an activity of the ESF network Dynamics of Complex Systems in Biosciences. We thank Guillemette Duchateau-Nguyen and Grard Weisbuch for organizing a workshop during which one could really work. Our thinking was greatly influenced by many inspiring conversations with Hans Metz. Ian C.W. Hardy Patsy Haccou and Ron Otten helped improve the readability of the manuscript. The work of Sido Mylius was supported by the Life Sciences Foundation (SLW) which is subsidized by the Netherlands Organization for Scientific Research (NWO),10.1.1.1.3278,?,?
A Multi-Agent System Environment for Modelling Cell and Tissue,Biology Eunice Santos Eunice E. Santos Donghang Guo Eugene Santos Jr. William Onesty,?,Tissue simulation at the cellular level is very important to medical research especially in understanding tumor cell evolution. Although many approaches have been proposed for tissue simulation they are overly simplistic or too specialized. In this paper we formulate the first comprehensive design of a multiagent system for modelling tissue systems at the cellular level. We present our design concerns and our analyses of system features in detail. We believe our system provides a software model and foundation for the study of tissue biology.,10.1.1.1.3279,mobile multi-agent system distributed,?
Input Modeling,Lawrence Leemis,2003,Most discrete-event simulation models have stochastic elements that mimic the probabilistic nature of the system under consideration. A close match between the input model and the true underlying probabilistic mechanism associated with the system is required for successful input modeling. The general question considered here is how to model an element (e.g. arrival process service times) in a discrete-event simulation given a data set collected on the element of interest. For brevity it is assumed that data is available on the aspect of the simulation of interest. It is also assumed that raw data is available as opposed to censored data grouped data or summary statistics. This example-driven tutorial examines introductory techniques for input modeling. Most simulation texts (e.g. Law and Kelton 2000) have a broader treatment of input modeling than presented here. Nelson and Yamnitsky (1998) survey advanced techniques.,10.1.1.1.3280,?,?
Aggregation-based Approaches to Honey-pot Searching with Local Sensory Information,Bhaskar Dasgupta  Joao P. Hespanha Eduardo Sontag,2004,We investigate the problem of searching for a hidden target in a bounded region by an autonomous agent that is only able to use limited local sensory information. We propose an aggregation-based approach to solve this problem in which the continuous search space is partitioned into a finite collection of regions on which we define a discrete search problem. A solution to the original problem is then obtained through a refinement procedure that lifts the discrete path into a continuous one. The resulting solution is in general not optimal but one can construct bounds to gauge the cost penalty incurred.,10.1.1.1.3281,?,?
Boosting as a Regularized Path to a Maximum Margin Classifier,Saharon Rosset  Ji Zhu Trevor Hastie Robert Schapire,2004,In this paper we study boosting methods from a new perspective. We build on recent work by Efron  et al. to show that boosting approximately (and in some cases exactly) minimizes its loss criterion  with an l 1 constraint on the coefficient vector. This helps understand the success of boosting with  early stopping as regularized fitting of the loss criterion. For the two most commonly used criteria  (exponential and binomial log-likelihood) we further show that as the constraint is relaxed---or  equivalently as the boosting iterations proceed---the solution converges (in the separable case) to an  l 1 -optimal separating hyper-plane. We prove that this l 1 -optimal separating hyper-plane has the  property of maximizing the minimal l 1 -margin of the training data as defined in the boosting literature.,10.1.1.1.3282,boosting regularized optimization support vector machines margin maximization,?
Joint Bayesian Model Selection and Estimation of Noisy Sinusoids via Reversible Jump MCMC,Christophe Andrieu  Arnaud Doucet,1999,In this paper the problem of joint Bayesian model selection and parameter estimation for sinusoids in white Gaussian noise is addressed. An original Bayesian model is proposed that allows us to define a posterior distribution on the parameter space. All Bayesian inference is then based on this distribution. Unfortunately a direct evaluation of this distribution and of its features including posterior model probabilities requires evaluation of some complicated high-dimensional integrals. We develop an efficient stochastic algorithm based on reversible jump Markov chain Monte Carlo methods to perform the Bayesian computation. A convergence result for this algorithm is established. In simulation it appears that the performance of detection based on posterior model probabilities outperforms conventional detection schemes.,10.1.1.1.3283,Index Terms — Bayesian methods MCMC model selection,?
Mobile E-Services and Their Challenges to Data Warehousing,Christian S. Jensen Torben Bach Pedersen,2001,Continued advances in hardware technologies combine to create a new class of information services termed  mobile e-services or simply m-services which exploits the advances in among others wireless communications positioning  and miniaturization. Because the users do not merely interact with the services from behind stationary desktop  computers but from a variety of increasingly unobtrusive information appliances while on the move location information  plays a fundamental role and new types of services become of interest. Such services include tracking way-finding  traffic management safety-related services and mixed-reality games to name but a few. Data,10.1.1.1.3285,?,?
Dsgd Discussion Paper No. 3,Development Strategy And Samuel Morley Valeria Piñeiro,?,this paper.   iii   TABLE OF CONTENTS   ACKNOWLEDGEMENTS ................................................................................................. I  TABLE OF CONTENTS................................................................................................... III  LIST OF TABLES ............................................................................................................. IV  EXECUTIVE SUMMARY ................................................................................................ V  1. ,10.1.1.1.3286,?,?
Strategies for Sustainable Agricultural Development in the . . .,Pender John Pender Berhanu Gebremedhin Berhanu Gebremedhin Samuel Benin Samuel Benin Simeon Ehui Simeon Ehui,1999,This paper investigates the impacts of population growth market access agricultural credit and technical assistance programs land policies livelihood strategies and other factors on changes in land management natural resource conditions and human welfare indicators since 1991 in the northern Ethiopian highlands based on a survey of 198 villages. We find that population growth has contributed significantly to land degradation poverty and food insecurity in this region. In contrast better market access and some credit and technical assistance programs were associated with improvement (or less decline) in land quality wealth and food security suggesting the possibility of winwin -win development outcomes with appropriate interventions. Land redistribution was associated with adoption of inorganic fertilizer but also with declining use of fallow and declining soil fertility. We find also that different land management practices are adopted where different livelihood strategies are pursued suggesting the importance of considering livelihood strategies in technical assistance programs. Development strategies should be tailored to the different comparative advantages of different locations no one-size-fits-all strategy will work everywhere. KEYWORDS: Land degradation sustainable agriculture population pressure Ethiopian highlands ii  ACKNOWLEDGMENTS The authors gratefully acknowledge the financial support of the Swiss Agency for Development and Cooperation and the Norwegian Ministry of Foreign Affairs for this research. STRATEGIES FOR SUSTAINABLE AGRICULTURAL DEVELOPMENT IN THE ETHIOPIAN HIGHLANDS  Land degradation is a severe problem in the Ethiopian highlands. Soil erosion has been estimated to average 42 tons per hectare per year on cultivated land in th...,10.1.1.1.3288,i,John
Design and development of a Jxta middleware for mobile ad-hoc networks,Mario Bisignano Andrea Calvagna  Giuseppe Di Modica Orazio Tomarchio,?,The combination of personal computing devices and wireless ad-hoc networks allows the concept of mobile ad-hoc information system consisting of a highly dynamic decentralized and self-organizing network of autonomous and mobile devices that interacts as peers. Application developers have to deal with a new set of problem peculiar of these systems due to user and terminal mobility to low bandwidth to transient loss of connectivity and to lack of centralized infrastructure. Starting from an existing open software framework for P2P systems JXTA in this work we tried to define a new middleware named Expeerience to face with these problems. The introduction of a mobile code service is one of the main innovation introduced allowing the dynamic services deployment at runtime. An example application is finally presented showing the benefit of the new middleware mechanisms introduced and the low overhead needed for developing an application for adhoc environments.,10.1.1.1.3289,KEY WORDS MANET P2P mobile computing JXTA mobile code,?
Proceedings of the 2001 Winter Simulation Conference,Peters Smith Medeiros,?,Spreadsheet simulation refers to the use of a spreadsheet as a platform for representing simulation models and performing the simulation experiment. This tutorial explains the reasons for using this platform for simulation discusses why this is frequently an efficient way to build simulation models and execute them discusses how to setup a spreadsheet simulation and finally examines when a spreadsheet is not an appropriate platform for simulation.,10.1.1.1.3290,?,?
On Network Correlated Data Gathering,R?zvan Cristescu Baltasar Beferull-lozano Martin Vetterli,2004,We consider the problem of correlated data gathering by a network with a sink node and a tree communication structure where the goal is to minimize the total transmission cost of transporting the information collected by the nodes to the sink node. Two coding strategies are analyzed: a SlepianWolf model where optimal coding is complex and transmission optimization is simple and a joint entropy coding model with explicit communication where coding is simple and transmission optimization is difficult. This problem requires a joint optimization of the rate allocation at the nodes and of the transmission structure. For the Slepian-Wolf setting we derive a closed form solution and an efficient distributed approximation algorithm with a good performance. For the explicit communication case we prove that building an optimal data gathering tree is NPcomplete and we propose various distributed approximation algorithms.,10.1.1.1.3292,Graph Theory Combinatorics Information Theory,?
A Highly Configurable Cache Architecture for Embedded Systems,Chuanjun Zhang Frank Vahid Walid Najjar,2003,Energy consumption is a major concern in many embedded computing systems. Several studies have shown that cache memories account for about 50% of the total energy consumed in these systems. The performance of a given cache architecture is largely determined by the behavior of the application using that cache. Desktop systems have to accommodate a very wide range of applications and therefore the manufacturer usually sets the cache architecture as a compromise given current applications technology and cost. Unlike desktop systems embedded systems are designed to run a small range of well-defined applications. In this context a cache architecture that is tuned for that narrow range of applications can have both increased performance as well as lower energy consumption. We introduce a novel cache architecture intended for embedded microprocessor platforms. The cache can be configured by software to be direct-mapped two-way or four-way set associative using a technique we call way concatenation having very little size or performance overhead. We show that the proposed cache architecture reduces energy caused by dynamic power compared to a way-shutdown cache. Furthermore we extend the cache architecture to also support a way shutdown method designed to reduce the energy from static power that is increasing in importance in newer CMOS technologies. Our study of 23 programs drawn from Powerstone MediaBench and Spec2000 show that tuning the caches configuration saves energy for every program compared to conventional four-way set-associative as well as direct mapped caches with average savings of 40% compared to a four-way conventional cache.,10.1.1.1.3293,energy,?
Simple Feasibility Rules and Differential Evolution for Constrained Optimization,Efren Mezura-Montes Carlos A. Coello Coello  Edy I. Tun-Morales Sección De Computación Villahermosa Tabasco,2004,In this paper we propose a differential evolution algorithm to solve  constrained optimization problems. Our approach uses three simple selection  criteria based on feasibility to guide the search to the feasible region. The proposed  approach does not require any extra parameters other than those normally  adopted by the Differential Evolution algorithm. The present approach was validated  using test functions from a well-known benchmark commonly adopted to  validate constraint-handling techniques used with evolutionary algorithms. The  results obtained by the proposed approach are very competitive with respect to  other constraint-handling techniques that are representative of the state-of-the-art  in the area.,10.1.1.1.3294,?,Springer Verlag
